log time,GPS hour,GPS minute,GPS seconds,GPS latitude,GPS longitude,GPS angle,GPS speed,exterior temperature,interior temperature,BMP pressure (mb),BMP pressure (inHG),BMP altitude,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z,
429000,15,25,46,3315.2514,11207.8154,322.50,153.39,0.01,-127.00,10.13,nan,nan,nan,1735,372,-1.69,-1.81,9.98,0.11,0.43,-0.39,0.52,0.37,-0.24,
432000,15,25,48,3315.2514,11207.8154,322.50,255.79,0.01,-127.00,10.13,nan,nan,nan,1692,331,-1.70,-1.81,9.95,0.12,0.44,-0.38,0.42,0.19,-0.03,
435000,15,25,50,3315.2514,11207.8154,322.50,298.21,0.01,-127.00,10.13,nan,nan,nan,1678,318,-1.64,-1.85,10.05,0.11,0.45,-0.39,0.59,0.46,0.03,
438000,15,25,52,3315.2514,11207.8154,322.50,340.39,0.01,-127.00,10.13,nan,nan,nan,1656,295,-1.64,-1.82,10.01,0.12,0.45,-0.38,0.63,0.44,-0.06,
441000,15,25,54,3315.2517,11207.8154,322.50,134.56,0.01,-127.00,10.13,nan,nan,nan,1656,295,-1.64,-1.81,10.01,0.11,0.45,-0.38,0.58,0.28,0.23,
444000,15,25,56,3315.2517,11207.8154,322.50,145.30,0.01,-127.00,10.13,nan,nan,nan,1667,305,-1.61,-1.82,10.02,0.11,0.44,-0.38,0.80,0.55,-0.19,
447000,15,25,58,3315.2517,11207.8154,322.50,186.19,0.01,-127.00,10.19,nan,nan,nan,1648,288,-1.61,-1.83,9.94,0.12,0.44,-0.38,0.45,0.25,0.14,
450000,15,26,0,3315.2517,11207.8154,322.50,280.75,0.01,-127.00,10.19,nan,nan,nan,1692,331,-1.63,-1.80,9.95,0.12,0.44,-0.38,0.65,0.52,-0.04,
453000,15,26,2,3315.2517,11207.8154,322.50,274.40,0.01,-127.00,10.19,nan,nan,nan,1705,345,-1.65,-1.81,9.95,0.11,0.45,-0.38,0.42,0.38,-0.26,
456000,15,26,4,3315.2517,11207.8154,322.50,343.89,0.02,-127.00,10.25,nan,nan,nan,1698,336,-1.63,-1.82,9.97,0.12,0.44,-0.38,0.45,0.31,-0.04,
459000,15,26,6,3315.2517,11207.8154,322.50,20.64,0.01,-127.00,10.25,nan,nan,nan,1685,323,-1.63,-1.82,9.98,0.11,0.44,-0.39,0.60,0.70,0.04,
462000,15,26,8,3315.2517,11207.8154,322.50,27.43,0.01,-127.00,10.25,nan,nan,nan,1748,389,-1.62,-1.81,10.00,0.12,0.44,-0.38,0.50,0.31,0.03,
465000,15,26,10,3315.2517,11207.8154,322.50,167.75,0.02,-127.00,10.31,nan,nan,nan,1712,351,-1.58,-1.81,9.99,0.11,0.45,-0.39,0.72,0.30,-0.02,
468000,15,26,12,3315.2517,11207.8154,322.50,172.10,0.01,-127.00,10.31,nan,nan,nan,1728,365,-1.62,-1.81,10.01,0.11,0.45,-0.39,0.46,0.39,-0.21,
471000,15,26,14,3315.2517,11207.8154,322.50,178.96,0.01,-127.00,10.31,nan,nan,nan,1757,398,-1.63,-1.81,9.99,0.12,0.43,-0.38,0.27,0.66,-0.21,
474000,15,26,16,3315.2517,11207.8154,322.50,349.98,0.02,-127.00,10.31,nan,nan,nan,1747,387,-1.61,-1.82,10.04,0.11,0.45,-0.40,0.57,0.25,-0.15,
477000,15,26,18,3315.2517,11207.8154,322.50,55.35,0.01,-127.00,10.31,nan,nan,nan,1761,404,-1.61,-1.77,9.93,0.11,0.44,-0.39,0.42,0.31,-0.10,
480000,15,26,20,3315.2517,11207.8154,322.50,57.13,0.01,-127.00,10.38,nan,nan,nan,1747,387,-1.65,-1.83,10.00,0.11,0.44,-0.39,0.51,0.05,0.01,
483000,15,26,22,3315.2517,11207.8154,322.50,176.77,0.03,-127.00,10.31,nan,nan,nan,1741,381,-1.62,-1.81,10.06,0.12,0.44,-0.38,0.48,0.31,0.00,
486000,15,26,24,3315.2517,11207.8154,322.50,208.24,0.01,-127.00,10.38,nan,nan,nan,1734,371,-1.59,-1.83,10.06,0.11,0.44,-0.39,0.53,0.51,0.00,
489000,15,26,26,3315.2517,11207.8154,322.50,205.30,0.01,-127.00,10.38,nan,nan,nan,1734,371,-1.63,-1.85,10.04,0.11,0.44,-0.39,0.61,0.54,-0.05,
492000,15,26,28,3315.2517,11207.8154,322.50,341.69,0.03,-127.00,10.44,nan,nan,nan,1734,371,-1.66,-1.82,9.98,0.10,0.44,-0.39,0.55,0.48,-0.04,
495000,15,26,30,3315.2517,11207.8154,322.50,10.34,0.02,-127.00,10.44,nan,nan,nan,1747,387,-1.61,-1.81,10.06,0.11,0.45,-0.39,0.50,0.47,0.03,
498000,15,26,32,3315.2517,11207.8154,322.50,352.40,0.02,-127.00,10.38,nan,nan,nan,1761,404,-1.65,-1.78,9.97,0.11,0.45,-0.39,0.39,0.44,-0.05,
501000,15,26,34,3315.2517,11207.8154,322.50,197.16,0.02,-127.00,10.38,nan,nan,nan,1741,381,-1.69,-1.85,9.95,0.12,0.44,-0.39,0.67,0.52,-0.14,
504000,15,26,36,3315.2517,11207.8154,322.50,253.48,0.02,-127.00,10.38,nan,nan,nan,1734,371,-1.67,-1.83,9.98,0.12,0.44,-0.38,0.66,0.15,-0.01,
507000,15,26,38,3315.2517,11207.8154,322.50,249.29,0.02,-127.00,10.44,nan,nan,nan,1720,357,-1.61,-1.84,9.92,0.12,0.45,-0.38,0.38,0.40,-0.13,
510000,15,26,40,3315.2517,11207.8154,322.50,26.91,0.01,-127.00,10.44,nan,nan,nan,1741,381,-1.62,-1.82,10.00,0.11,0.43,-0.38,0.64,0.19,-0.44,
513000,15,26,42,3315.2517,11207.8154,322.50,75.36,0.02,-127.00,10.44,nan,nan,nan,1699,337,-1.62,-1.82,10.01,0.12,0.45,-0.38,0.77,0.25,-0.25,
516000,15,26,44,3315.2517,11207.8154,322.50,88.18,0.02,-127.00,10.44,nan,nan,nan,1793,442,-2.65,-1.40,11.56,0.11,0.42,-0.38,2.68,-0.04,-16.51,
519000,15,26,46,3315.2517,11207.8154,322.50,262.10,0.03,-127.00,10.44,nan,nan,nan,1761,404,-2.53,-1.09,10.72,0.06,0.50,-0.31,5.36,-1.58,-4.74,
522000,15,26,48,3315.2517,11207.8154,322.50,303.62,0.28,-127.00,10.44,nan,nan,nan,1769,413,-2.98,-1.02,10.19,-0.08,0.49,-0.35,2.75,-7.44,15.92,
525000,15,26,50,3315.2517,11207.8154,322.50,311.45,0.66,-127.00,10.44,nan,nan,nan,1747,387,-2.83,-0.44,9.85,-0.00,0.36,-0.35,4.35,5.16,6.33,
528000,15,26,52,3315.2521,11207.8154,322.50,312.85,0.93,-127.00,10.38,nan,nan,nan,1734,371,-2.27,-0.61,9.78,-0.10,0.52,-0.34,1.21,2.90,8.94,
531000,15,26,54,3315.2524,11207.8164,322.60,266.86,0.94,-127.00,10.38,nan,nan,nan,1741,381,-1.39,-0.50,10.40,0.07,0.32,-0.36,9.96,4.75,12.40,
534000,15,26,56,3315.2524,11207.8173,322.70,275.37,0.23,-127.00,10.38,nan,nan,nan,1741,381,-1.45,-0.43,10.07,0.06,0.32,-0.35,0.74,-3.36,1.37,
537000,15,26,58,3315.2526,11207.8173,322.30,177.69,0.09,-127.00,10.38,nan,nan,nan,1728,365,-1.08,-0.52,10.25,0.07,0.29,-0.37,8.02,4.38,5.94,
540000,15,27,0,3315.2526,11207.8173,322.30,123.12,0.08,-127.00,10.38,nan,nan,nan,1720,357,5.18,-0.15,8.85,0.32,0.30,-0.20,1.60,43.06,4.73,
543000,15,27,2,3315.2526,11207.8173,322.10,306.99,0.15,-127.00,10.38,nan,nan,nan,1741,381,8.55,0.26,4.98,0.37,0.25,-0.04,0.39,32.57,3.83,
546000,15,27,4,3315.2526,11207.8173,322.00,288.49,0.07,-127.00,10.31,nan,nan,nan,1769,413,8.46,0.31,5.38,0.38,0.24,-0.03,1.12,-3.47,-0.57,
549000,15,27,6,3315.2526,11207.8173,321.90,329.86,0.04,-127.00,10.31,nan,nan,nan,1761,404,8.51,0.26,5.51,0.38,0.25,-0.05,0.87,4.20,0.24,
552000,15,27,8,3315.2526,11207.8173,321.90,303.25,0.01,-127.00,10.31,nan,nan,nan,1734,371,8.41,0.26,5.52,0.37,0.24,-0.06,0.64,-2.32,-0.15,
555000,15,27,10,3315.2526,11207.8173,321.90,232.98,0.01,-127.00,10.31,nan,nan,nan,1741,381,8.96,0.43,4.50,0.37,0.24,-0.02,1.37,33.20,4.46,
558000,15,27,12,3315.2526,11207.8173,321.90,262.60,0.04,-127.00,10.31,nan,nan,nan,1757,398,9.70,0.14,3.16,0.38,0.26,0.03,-3.41,0.85,1.02,
561000,15,27,14,3315.2526,11207.8173,321.90,106.24,0.01,-127.00,10.25,nan,nan,nan,1762,405,10.34,0.40,2.84,0.39,0.28,0.08,32.07,3.48,-8.36,
564000,15,27,16,3315.2526,11207.8173,321.90,249.45,0.04,-127.00,10.25,nan,nan,nan,1751,391,9.83,0.04,1.97,0.36,0.29,0.10,-4.41,-1.64,3.08,
567000,15,27,18,3315.2526,11207.8173,321.90,275.27,0.05,-127.00,10.25,nan,nan,nan,1757,398,9.82,0.23,1.02,0.38,0.27,0.11,-2.98,1.78,0.75,
570000,15,27,20,3315.2526,11207.8173,321.90,156.52,0.04,-127.00,10.25,nan,nan,nan,1803,452,9.76,0.42,1.07,0.38,0.26,0.11,6.44,8.86,1.15,
573000,15,27,22,3315.2526,11207.8173,321.90,353.58,0.04,-127.00,10.25,nan,nan,nan,1796,445,9.46,-0.49,2.14,0.38,0.22,0.05,0.84,1.88,-0.63,
576000,15,27,24,3315.2526,11207.8173,321.90,44.52,0.02,-127.00,10.25,nan,nan,nan,1775,422,9.72,0.28,2.18,0.39,0.21,0.06,0.52,0.39,0.13,
579000,15,27,26,3315.2526,11207.8173,321.90,358.21,0.01,-127.00,10.25,nan,nan,nan,1775,422,9.69,0.29,2.22,0.38,0.22,0.05,0.36,0.36,-0.22,
582000,15,27,28,3315.2526,11207.8173,321.90,254.37,0.01,-127.00,10.25,nan,nan,nan,1762,405,9.71,0.31,2.23,0.38,0.22,0.07,0.49,0.30,0.15,
585000,15,27,30,3315.2526,11207.8173,321.90,165.60,0.01,-127.00,10.19,nan,nan,nan,1736,374,9.69,0.29,2.28,0.38,0.21,0.06,0.52,0.38,-0.03,
588000,15,27,32,3315.2526,11207.8173,321.90,125.04,0.01,-127.00,10.25,nan,nan,nan,1741,381,9.79,0.29,2.23,0.38,0.22,0.05,0.76,0.07,-0.19,
591000,15,27,34,3315.2526,11207.8173,321.90,194.64,0.01,-127.00,10.19,nan,nan,nan,1728,365,9.69,0.31,2.20,0.38,0.22,0.06,0.52,0.53,-0.15,
594000,15,27,36,3315.2526,11207.8173,321.90,38.36,0.00,-127.00,10.19,nan,nan,nan,1728,365,9.73,0.29,2.21,0.38,0.22,0.06,0.52,0.27,-0.24,
597000,15,27,38,3315.2526,11207.8173,321.90,158.21,0.02,-127.00,10.13,nan,nan,nan,1560,214,9.73,0.30,2.20,0.38,0.21,0.05,0.66,0.18,-0.25,
600000,15,27,40,3315.2526,11207.8173,321.90,43.37,0.00,-127.00,10.13,nan,nan,nan,1775,422,9.71,0.28,2.21,0.39,0.23,0.04,0.57,0.38,-0.19,
603000,15,27,42,3315.2526,11207.8173,321.90,281.74,0.01,-127.00,10.13,nan,nan,nan,1787,435,9.60,-0.03,2.24,0.37,0.21,0.05,0.64,0.85,-0.23,
606000,15,27,44,3315.2526,11207.8173,321.90,269.57,0.02,-127.00,10.13,nan,nan,nan,1667,305,9.77,0.23,2.27,0.36,0.21,0.04,0.59,0.33,-0.10,
609000,15,27,46,3315.2526,11207.8173,321.90,27.51,0.01,-127.00,10.13,nan,nan,nan,1871,545,9.72,0.25,2.20,0.38,0.23,0.05,0.46,0.34,0.00,
612000,15,27,48,3315.2526,11207.8173,321.90,259.19,0.02,-127.00,10.13,nan,nan,nan,1787,435,9.70,0.25,2.23,0.38,0.22,0.06,0.51,0.26,-0.09,
615000,15,27,50,3315.2526,11207.8173,321.90,226.43,0.00,-127.00,10.06,nan,nan,nan,1770,414,9.70,0.22,2.27,0.37,0.22,0.06,0.77,0.42,-0.13,
618000,15,27,52,3315.2526,11207.8173,321.90,85.07,0.00,-127.00,10.06,nan,nan,nan,1783,431,9.74,0.26,2.21,0.37,0.22,0.05,0.59,0.27,0.12,
621000,15,27,54,3315.2526,11207.8173,321.90,211.56,0.00,-127.00,10.06,nan,nan,nan,1775,422,9.71,0.24,2.22,0.37,0.22,0.06,0.35,0.46,-0.15,
624000,15,27,56,3315.2526,11207.8173,321.90,74.55,0.01,-127.00,10.06,nan,nan,nan,1728,365,9.72,0.26,2.17,0.38,0.23,0.06,0.45,0.21,0.03,
627000,15,27,58,3315.2526,11207.8173,321.90,197.37,0.01,-127.00,10.06,nan,nan,nan,1775,422,9.73,0.28,2.23,0.37,0.22,0.05,0.79,0.71,-0.09,
630000,15,28,0,3315.2526,11207.8173,321.90,254.93,0.02,-127.00,10.00,nan,nan,nan,1728,365,9.75,0.25,2.20,0.38,0.22,0.06,0.51,0.25,-0.31,
633000,15,28,2,3315.2526,11207.8173,321.80,284.61,0.02,-127.00,10.06,nan,nan,nan,1736,374,9.70,0.27,2.26,0.38,0.23,0.06,0.11,0.31,0.00,
636000,15,28,4,3315.2526,11207.8173,321.80,10.79,0.02,-127.00,10.00,nan,nan,nan,1721,359,9.75,0.24,2.25,0.39,0.23,0.06,0.66,0.36,-0.23,
639000,15,28,6,3315.2526,11207.8173,321.80,110.60,0.01,-127.00,10.00,nan,nan,nan,1713,351,9.70,0.26,2.24,0.38,0.23,0.05,0.52,0.36,-0.28,
642000,15,28,8,3315.2526,11207.8173,321.80,80.51,0.01,-127.00,10.00,nan,nan,nan,1721,359,9.70,0.24,2.25,0.38,0.22,0.06,0.47,0.31,-0.20,
645000,15,28,10,3315.2526,11207.8173,321.80,170.57,0.02,-127.00,10.00,nan,nan,nan,1741,381,9.72,0.27,2.34,0.38,0.23,0.06,0.43,0.36,-0.14,
648000,15,28,12,3315.2526,11207.8173,321.80,263.36,0.02,-127.00,10.00,nan,nan,nan,1728,365,9.75,0.23,2.28,0.39,0.23,0.06,0.51,0.38,0.06,
651000,15,28,14,3315.2526,11207.8173,321.80,85.10,0.01,-127.00,10.00,nan,nan,nan,1746,386,9.67,0.27,2.24,0.38,0.23,0.06,0.36,0.24,-0.07,
654000,15,28,16,3315.2526,11207.8173,321.80,337.74,0.02,-127.00,10.00,nan,nan,nan,1738,374,9.72,0.26,2.15,0.38,0.23,0.06,0.52,0.37,-0.12,
657000,15,28,18,3315.2526,11207.8173,321.80,109.28,0.01,-127.00,10.00,nan,nan,nan,1746,386,9.70,0.25,2.19,0.38,0.23,0.05,0.36,0.41,-0.06,
660000,15,28,20,3315.2526,11207.8173,321.80,342.92,0.01,-127.00,10.00,nan,nan,nan,1738,374,9.75,0.24,2.18,0.38,0.22,0.06,0.52,0.20,-0.31,
663000,15,28,22,3315.2526,11207.8173,321.80,142.02,0.02,-127.00,10.00,nan,nan,nan,1752,392,9.74,0.24,2.15,0.38,0.22,0.05,0.35,0.51,-0.17,
666000,15,28,24,3315.2526,11207.8173,321.80,163.62,0.01,-127.00,10.00,nan,nan,nan,1752,392,9.70,0.26,2.27,0.38,0.23,0.04,0.63,0.16,-0.31,
669000,15,28,26,3315.2526,11207.8173,321.80,316.70,0.01,-127.00,10.00,nan,nan,nan,1731,369,9.69,0.28,2.19,0.38,0.22,0.04,0.76,0.57,-0.15,
672000,15,28,28,3315.2526,11207.8173,321.80,335.04,0.03,-127.00,9.94,nan,nan,nan,1708,347,9.69,0.27,2.21,0.38,0.23,0.05,0.25,0.50,-0.10,
675000,15,28,30,3315.2526,11207.8173,321.80,349.30,0.01,-127.00,9.94,nan,nan,nan,1738,374,9.72,0.25,2.16,0.38,0.23,0.05,0.44,0.44,-0.14,
678000,15,28,32,3315.2526,11207.8173,321.80,88.20,0.01,-127.00,9.94,nan,nan,nan,1738,374,9.75,0.25,2.20,0.38,0.23,0.06,0.59,0.49,-0.11,
681000,15,28,34,3315.2526,11207.8173,321.80,128.98,0.01,-127.00,9.94,nan,nan,nan,1708,347,9.71,0.25,2.25,0.37,0.24,0.06,0.59,0.31,-0.08,
684000,15,28,36,3315.2526,11207.8173,321.80,35.72,0.01,-127.00,9.94,nan,nan,nan,1731,369,9.72,0.28,2.24,0.38,0.23,0.06,0.63,0.54,0.13,
687000,15,28,38,3315.2526,11207.8173,321.80,166.50,0.01,-127.00,9.88,nan,nan,nan,1746,386,9.75,0.26,2.16,0.38,0.23,0.06,0.54,0.34,-0.16,
690000,15,28,40,3315.2526,11207.8173,321.80,299.54,0.02,-127.00,9.88,nan,nan,nan,1752,392,9.74,0.27,2.17,0.39,0.26,0.07,0.31,0.17,-0.17,
693000,15,28,42,3315.2526,11207.8173,321.80,193.01,0.01,-127.00,9.88,nan,nan,nan,1746,386,9.69,0.26,2.10,0.39,0.26,0.07,0.57,0.14,-0.05,
696000,15,28,44,3315.2526,11207.8173,321.80,36.55,0.00,-127.00,9.88,nan,nan,nan,1757,400,9.73,0.32,2.16,0.38,0.25,0.09,0.40,0.25,-0.39,
699000,15,28,46,3315.2526,11207.8173,321.80,168.58,0.02,-127.00,9.88,nan,nan,nan,1765,409,9.72,0.24,2.20,0.40,0.25,0.09,0.53,0.55,0.08,
702000,15,28,48,3315.2526,11207.8173,321.80,133.37,0.01,-127.00,9.88,nan,nan,nan,1757,400,9.73,0.22,2.17,0.39,0.25,0.08,0.64,0.24,-0.39,
705000,15,28,50,3315.2526,11207.8173,321.80,72.57,0.01,-127.00,9.88,nan,nan,nan,1752,392,9.71,0.26,2.12,0.40,0.25,0.08,0.50,0.52,-0.24,
708000,15,28,52,3315.2526,11207.8173,321.80,325.55,0.02,-127.00,9.88,nan,nan,nan,1765,409,9.72,0.28,2.20,0.40,0.25,0.07,0.66,0.50,-0.16,
711000,15,28,54,3315.2526,11207.8173,321.80,98.86,0.01,-127.00,9.88,nan,nan,nan,1798,446,9.71,0.27,2.19,0.39,0.26,0.08,0.56,0.13,-0.29,
714000,15,28,56,3315.2526,11207.8173,321.80,256.60,0.01,-127.00,9.88,nan,nan,nan,1772,417,9.67,0.25,2.12,0.40,0.26,0.08,0.48,0.34,-0.25,
717000,15,28,58,3315.2526,11207.8173,321.80,110.29,0.02,-127.00,9.88,nan,nan,nan,1790,439,9.70,0.27,2.13,0.39,0.25,0.07,0.43,0.35,0.12,
720000,15,29,0,3315.2526,11207.8173,321.80,79.88,0.01,-127.00,9.81,nan,nan,nan,1806,457,9.71,0.28,2.20,0.40,0.26,0.08,0.58,0.40,-0.20,
723000,15,29,2,3315.2526,11207.8173,321.70,90.55,0.01,-127.00,9.81,nan,nan,nan,1814,467,9.68,0.30,2.21,0.39,0.27,0.08,0.55,0.36,-0.31,
726000,15,29,4,3315.2526,11207.8173,321.70,293.67,0.03,-127.00,9.81,nan,nan,nan,1806,457,9.72,0.28,2.16,0.40,0.25,0.07,0.49,0.19,-0.48,
729000,15,29,6,3315.2526,11207.8173,321.70,244.53,0.02,-127.00,9.81,nan,nan,nan,1814,467,9.71,0.24,2.09,0.40,0.25,0.07,0.64,0.29,-0.14,
732000,15,29,8,3315.2526,11207.8173,321.70,242.80,0.01,-127.00,9.81,nan,nan,nan,1806,457,9.72,0.26,2.22,0.39,0.25,0.07,0.37,0.35,-0.34,
735000,15,29,10,3315.2526,11207.8173,321.70,119.44,0.03,-127.00,9.81,nan,nan,nan,1790,439,9.70,0.24,2.15,0.40,0.26,0.08,0.31,0.43,-0.24,
738000,15,29,12,3315.2526,11207.8173,321.70,103.19,0.02,-127.00,9.75,nan,nan,nan,1778,425,9.71,0.28,2.18,0.38,0.25,0.06,0.51,0.11,-0.26,
741000,15,29,14,3315.2526,11207.8173,321.70,92.09,0.02,-127.00,9.75,nan,nan,nan,1783,431,9.74,0.26,2.15,0.40,0.25,0.06,0.42,0.30,-0.26,
744000,15,29,16,3315.2526,11207.8173,321.70,307.93,0.03,-127.00,9.75,nan,nan,nan,1783,431,9.66,0.26,2.20,0.40,0.25,0.08,0.39,0.36,-0.15,
747000,15,29,18,3315.2526,11207.8173,321.70,282.42,0.01,-127.00,9.75,nan,nan,nan,1772,417,9.70,0.27,2.17,0.40,0.25,0.08,0.45,0.00,-0.01,
750000,15,29,20,3315.2526,11207.8173,321.70,289.08,0.01,-127.00,9.75,nan,nan,nan,1772,417,9.73,0.26,2.15,0.40,0.26,0.08,0.60,0.28,-0.40,
753000,15,29,22,3315.2526,11207.8173,321.70,130.36,0.03,-127.00,9.75,nan,nan,nan,1765,409,9.68,0.27,2.17,0.39,0.26,0.08,0.41,0.52,-0.24,
756000,15,29,24,3315.2526,11207.8173,321.70,88.50,0.02,-127.00,9.69,nan,nan,nan,1772,417,9.73,0.27,2.20,0.41,0.26,0.09,0.60,0.35,-0.35,
759000,15,29,26,3315.2526,11207.8173,321.70,78.76,0.02,-127.00,9.69,nan,nan,nan,1772,417,9.74,0.26,2.18,0.39,0.26,0.06,0.55,0.37,-0.41,
762000,15,29,28,3315.2526,11207.8173,321.70,309.31,0.03,-127.00,9.69,nan,nan,nan,1765,409,9.66,0.26,2.08,0.39,0.26,0.07,0.64,0.27,-0.28,
765000,15,29,30,3315.2526,11207.8173,321.70,274.25,0.02,-127.00,9.69,nan,nan,nan,1774,421,9.69,0.28,2.22,0.38,0.26,0.07,0.46,0.38,-0.23,
768000,15,29,32,3315.2526,11207.8173,321.70,310.97,0.01,-127.00,9.69,nan,nan,nan,1772,417,9.70,0.27,2.15,0.39,0.26,0.09,0.41,0.45,-0.20,
771000,15,29,34,3315.2526,11207.8173,321.70,125.05,0.03,-127.00,9.69,nan,nan,nan,1765,409,9.70,0.28,2.17,0.40,0.26,0.07,0.59,0.46,-0.06,
774000,15,29,36,3315.2526,11207.8173,321.70,70.40,0.02,-127.00,9.69,nan,nan,nan,1757,400,9.74,0.26,2.16,0.39,0.26,0.08,0.54,0.25,-0.24,
777000,15,29,38,3315.2526,11207.8173,321.70,77.71,0.02,-127.00,9.69,nan,nan,nan,1774,421,9.73,0.25,2.27,0.40,0.26,0.07,0.60,0.67,-0.03,
780000,15,29,40,3315.2526,11207.8173,321.70,296.82,0.02,-127.00,9.69,nan,nan,nan,1774,421,9.72,0.26,2.19,0.40,0.26,0.08,0.64,0.45,-0.14,
783000,15,29,42,3315.2526,11207.8173,321.70,246.86,0.01,-127.00,9.69,nan,nan,nan,1783,431,9.73,0.26,2.19,0.39,0.25,0.08,0.75,0.43,-0.16,
786000,15,29,44,3315.2526,11207.8173,321.70,220.34,0.02,-127.00,9.69,nan,nan,nan,1783,431,9.70,0.26,2.20,0.38,0.26,0.08,0.52,0.38,-0.13,
789000,15,29,46,3315.2526,11207.8173,321.70,83.31,0.02,-127.00,9.63,nan,nan,nan,1789,438,9.74,0.24,2.25,0.39,0.26,0.07,0.31,0.22,-0.44,
792000,15,29,48,3315.2526,11207.8173,321.70,59.05,0.02,-127.00,9.63,nan,nan,nan,1799,448,9.69,0.26,2.19,0.39,0.26,0.07,0.38,0.27,-0.16,
795000,15,29,50,3315.2526,11207.8173,321.70,67.91,0.02,-127.00,9.63,nan,nan,nan,1789,438,9.69,0.24,2.18,0.40,0.25,0.08,0.74,0.20,-0.23,
798000,15,29,52,3315.2526,11207.8173,321.70,306.46,0.03,-127.00,9.63,nan,nan,nan,1814,468,9.76,0.26,2.20,0.39,0.25,0.07,0.35,0.43,-0.40,
801000,15,29,54,3315.2526,11207.8173,321.70,261.42,0.02,-127.00,9.63,nan,nan,nan,1814,468,9.74,0.28,2.20,0.39,0.25,0.08,0.39,0.40,0.05,
804000,15,29,56,3315.2526,11207.8173,321.70,253.37,0.02,-127.00,9.63,nan,nan,nan,1799,448,9.71,0.23,2.23,0.39,0.26,0.07,0.43,0.26,-0.21,
807000,15,29,58,3315.2526,11207.8173,321.70,120.97,0.03,-127.00,9.63,nan,nan,nan,1820,476,9.76,0.26,2.18,0.39,0.26,0.07,0.74,0.25,-0.25,
810000,15,30,0,3315.2526,11207.8173,321.60,85.19,0.03,-127.00,9.63,nan,nan,nan,1799,448,9.71,0.24,2.19,0.39,0.26,0.08,0.45,0.11,-0.21,
813000,15,30,2,3315.2526,11207.8173,321.60,81.79,0.02,-127.00,9.63,nan,nan,nan,1814,468,9.68,0.26,2.18,0.40,0.25,0.07,0.36,0.25,-0.26,
816000,15,30,4,3315.2526,11207.8173,321.60,300.90,0.02,-127.00,9.69,nan,nan,nan,1858,527,9.73,0.27,2.22,0.40,0.25,0.07,0.48,0.17,-0.03,
819000,15,30,6,3315.2526,11207.8173,321.60,258.92,0.01,-127.00,9.63,nan,nan,nan,1843,505,9.72,0.26,2.19,0.39,0.26,0.07,0.53,0.32,-0.20,
822000,15,30,8,3315.2526,11207.8173,321.60,248.78,0.02,-127.00,9.63,nan,nan,nan,1829,487,9.71,0.25,2.11,0.40,0.25,0.08,0.45,0.50,-0.30,
825000,15,30,10,3315.2526,11207.8173,321.60,136.26,0.03,-127.00,9.63,nan,nan,nan,1774,421,9.71,0.28,2.10,0.40,0.26,0.08,0.52,0.38,-0.05,
828000,15,30,12,3315.2526,11207.8173,321.60,96.58,0.01,-127.00,9.63,nan,nan,nan,1824,480,9.70,0.27,2.18,0.40,0.26,0.08,0.36,0.25,-0.25,
831000,15,30,14,3315.2526,11207.8173,321.60,113.66,0.01,-127.00,9.63,nan,nan,nan,1793,442,9.71,0.26,2.23,0.40,0.26,0.08,0.38,0.31,-0.25,
834000,15,30,16,3315.2526,11207.8173,321.60,311.27,0.03,-127.00,9.63,nan,nan,nan,1801,451,9.71,0.26,2.14,0.39,0.26,0.07,0.49,0.28,-0.25,
837000,15,30,18,3315.2526,11207.8173,321.60,229.30,0.01,-127.00,9.63,nan,nan,nan,1801,451,9.75,0.27,2.15,0.40,0.26,0.08,0.75,0.48,-0.06,
840000,15,30,20,3315.2526,11207.8173,321.60,287.42,0.01,-127.00,9.69,nan,nan,nan,1815,469,9.70,0.20,2.13,0.39,0.26,0.08,0.74,0.36,-0.37,
843000,15,30,22,3315.2526,11207.8173,321.60,102.79,0.02,-127.00,9.69,nan,nan,nan,1810,461,9.72,0.25,2.17,0.40,0.26,0.08,0.51,0.45,-0.20,
846000,15,30,24,3315.2526,11207.8173,321.60,76.09,0.02,-127.00,9.69,nan,nan,nan,1815,469,9.69,0.28,2.23,0.40,0.26,0.08,0.74,0.24,-0.25,
849000,15,30,26,3315.2526,11207.8173,321.60,61.16,0.01,-127.00,9.69,nan,nan,nan,1824,480,7.68,-0.46,6.63,0.40,0.34,-0.09,-15.04,-24.11,-5.18,
852000,15,30,28,3315.2526,11207.8173,321.60,53.91,0.12,-127.00,9.69,nan,nan,nan,1810,461,-0.95,0.93,6.68,0.19,0.46,-0.35,37.72,-12.36,-5.18,
855000,15,30,30,3315.2526,11207.8173,321.60,329.62,0.16,-127.00,9.69,nan,nan,nan,1833,492,5.17,-0.69,9.38,0.33,0.31,-0.20,-7.31,22.71,7.36,
858000,15,30,32,3315.2526,11207.8173,321.60,121.26,0.08,-127.00,9.69,nan,nan,nan,1838,499,6.76,-0.94,8.24,0.37,0.32,-0.17,8.17,-0.39,8.02,
861000,15,30,34,3315.2526,11207.8173,321.60,335.25,0.31,-127.00,9.69,nan,nan,nan,1847,511,7.47,-0.94,7.40,0.38,0.31,-0.12,5.45,0.81,7.61,
